"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"PURBQRVW","journalArticle","2020","Saito, K.; Aono, M.; Kasai, S.","Amoeba-inspired analog electronic computing system integrating resistance crossbar for solving the travelling salesman problem","Scientific Reports","","","10.1038/s41598-020-77617-7","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85096716880&doi=10.1038%2fs41598-020-77617-7&partnerID=40&md5=5c6e335d3f8e3f53531393deac1fcc0d","","2020","2022-05-11 15:25:53","2022-05-15 20:04:42","","","","1","10","","","","","","","","","","","","","Scopus","","","","","<p>Cited By :3</p>; <p>Cited By :3</p>; <p>Export Date: 11 May 2022</p>; <p>Export Date: 11 May 2022</p>; <p>https://www.nature.com/articles/s41598-020-77617-7.pdf</p>; <p>https://www.nature.com/articles/s41598-020-77617-7.pdf</p>","","","excluded; not an application","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"LPI6Z5X4","journalArticle","2020","Sakthivel, V.P.; Suman, M.; Sathya, P.D.","Squirrel search algorithm for economic dispatch with valve-point effects and multiple fuels","Energy Sources, Part B: Economics, Planning and Policy","","","10.1080/15567249.2020.1803451","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85089564598&doi=10.1080%2f15567249.2020.1803451&partnerID=40&md5=2bec75cb9dca4a46490a6acf46551eb4","","2020","2022-05-11 14:18:30","2022-05-15 20:04:26","","351-382","","6","15","","","","","","","","","","","","","Scopus","","","","","<p>Cited By :12</p>; <p>Export Date: 11 May 2022</p>","","","excluded; not an application","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"UUCLYL68","journalArticle","2020","Saldanha, W.H.; Arrieta, F.R.P.; Ekel, P.I.; Machado-Coelho, T.M.; Soares, G.L.","Multi-criteria decision-making under uncertainty conditions of a shell-and-tube heat exchanger","International Journal of Heat and Mass Transfer","","","10.1016/j.ijheatmasstransfer.2020.119716","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85084589171&doi=10.1016%2fj.ijheatmasstransfer.2020.119716&partnerID=40&md5=74d68dd3d4df7bbad41097e4ca9e23d3","","2020","2022-05-04 12:40:58","2022-05-15 20:04:22","","","","","155","","","","","","","","","","","","","Scopus","","","","","<p>Cited By :2</p>; <p>Export Date: 4 May 2022</p>","","","excluded; not an application","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"AGVIZ6XG","journalArticle","2020","Saldanha, W.H.; Ponce Arrieta, F.R.; Machado-Coelho, T.M.; Santos, E.D.D.; Maia, C.B.; Ekel, P.I.; Soares, G.L.","Evolutionary algorithms and the Preference Ranking Organization Method for Enrichment Evaluations as applied to a multiobjective design of shell-and-tube heat exchangers","Case Studies in Thermal Engineering","","","10.1016/j.csite.2019.100564","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85076208122&doi=10.1016%2fj.csite.2019.100564&partnerID=40&md5=bba937ec0cd0c3c17324177654d75dd5","","2020","2022-05-04 12:41:00","2022-05-15 20:04:17","","","","","17","","","","","","","","","","","","","Scopus","","","","","<p>Cited By :5</p>; <p>Export Date: 4 May 2022</p>; <p>https://doi.org/10.1016/j.csite.2019.100564</p>","","","excluded; not an application","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"XS7LB4RW","journalArticle","2020","Santana, P.J.; Lanzarini, L.; Bariviera, A.F.","Variations of particle swarm optimization for obtaining classification rules applied to credit risk in financial institutions of Ecuador","Risks","","","10.3390/risks8010002","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85078605740&doi=10.3390%2frisks8010002&partnerID=40&md5=770e80690b6582ea5f9083ffa6c92d4b","","2020","2022-05-04 14:58:14","2022-05-15 20:04:13","","","","1","8","","","","","","","","","","","","","Scopus","","","","","<p>Cited By :1</p>; <p>Export Date: 4 May 2022</p>; <p>https://www.mdpi.com/2227-9091/8/1/2/pdf</p>","","","excluded; not an application","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6RMXHTP8","journalArticle","2020","Sarkar, S.; Totaro, M.W.; Kumar, A.; Elgazzar, K.","Real-Time Object Processing and Routing for Intelligent Drones: A Novel Approach","Computer","","","10.1109/MC.2020.2981908","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85097237807&doi=10.1109%2fMC.2020.2981908&partnerID=40&md5=2b364740f7513c3e29553514a4c39912","","2020","2022-05-04 14:46:25","2022-05-15 20:04:09","","80-89","","12","53","","","","","","","","","","","","","Scopus","","","","","<p>Cited By :1</p>; <p>Export Date: 4 May 2022</p>","","","excluded; not an application","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PS952ZI8","conferencePaper","2020","Sax, Irmi; Feld, Sebastian; Zielinski, Sebastian; Gabor, Thomas; Linnhoff-Popien, Claudia; Mauerer, Wolfgang","Approximate approximation on a quantum annealer","Proceedings of the 17th ACM International Conference on Computing Frontiers","978-1-4503-7956-4","","10.1145/3387902.3392635","https://dl.acm.org/doi/10.1145/3387902.3392635","Many problems of industrial interest are NP-complete, and quickly exhaust resources of computational devices with increasing input sizes. Quantum annealers (QA) are physical devices that aim at this class of problems by exploiting quantum mechanical properties of nature. However, they compete with efficient heuristics and probabilistic or randomised algorithms on classical machines that allow for finding approximate solutions to large NP-complete problems. While first implementations of QA have become commercially available, their practical benefits are far from fully explored. To the best of our knowledge, approximation techniques have not yet received substantial attention.","2020-05-11","2022-05-04 10:45:56","2022-05-15 20:03:19","2022-05-04 10:45:56","108-117","","","","","","","","","","","ACM","Catania Sicily Italy","en","","","","","DOI.org (Crossref)","","","<p>http://arxiv.org/pdf/2004.09267</p>","C:\Users\Work\Zotero\storage\CCFXE7CP\Sax et al. - 2020 - Approximate approximation on a quantum annealer.pdf","","excluded; not an application","quantum annealing; approximation; NP-complete problems; simplifying QUBOS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","CF '20: Computing Frontiers Conference","","","","","","","","","","","","","","",""
"7KX44IHH","journalArticle","2020","Shen, Y.; Yang, B.","Optimal dispatch of microgrid with demand response and an improved bat algorithm","Huazhong Keji Daxue Xuebao (Ziran Kexue Ban)/Journal of Huazhong University of Science and Technology (Natural Science Edition)","","","10.13245/j.hust.200221","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85081982408&doi=10.13245%2fj.hust.200221&partnerID=40&md5=3e405156cc21952a0c59692a3f33ee35","","2020","2022-05-04 14:35:44","2022-05-15 20:03:13","","120-125","","2","48","","","需求响应的微电网优化调度及改进的蝙蝠算法","","","","","","","","","","Scopus","","","","","<p>Cited By :2</p>; <p>Export Date: 4 May 2022</p>","","","excluded; not an application","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"VNRFURPD","journalArticle","2020","Shi, L.; Xu, S.","UAV Path Planning with QoS Constraint in Device-to-Device 5G Networks Using Particle Swarm Optimization","IEEE Access","","","10.1109/ACCESS.2020.3010281","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85089569903&doi=10.1109%2fACCESS.2020.3010281&partnerID=40&md5=87368f09eaa96a8c057940b1b414fbdf","","2020","2022-05-04 14:46:41","2022-05-15 20:03:08","","137884-137896","","","8","","","","","","","","","","","","","Scopus","","","","","<p>Cited By :4</p>; <p>Export Date: 4 May 2022</p>; <p>https://ieeexplore.ieee.org/ielx7/6287639/8948470/09145574.pdf</p>; <p>https://ieeexplore.ieee.org/ielx7/6287639/8948470/09145574.pdf</p>","","","excluded; not an application","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2GV2HE56","journalArticle","2020","Shirai, T.; Tanaka, S.; Togawa, N.","Guiding Principle for Minor-Embedding in Simulated-Annealing-Based Ising Machines","IEEE Access","","","10.1109/ACCESS.2020.3040017","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85097346591&doi=10.1109%2fACCESS.2020.3040017&partnerID=40&md5=1e4cd3f9e2030e8e0307c0c8bf471a07","","2020","2022-05-11 15:26:06","2022-05-15 20:03:03","","210490-210502","","","8","","","","","","","","","","","","","Scopus","","","","","<p>Cited By :1</p>; <p>Cited By :1</p>; <p>Export Date: 11 May 2022</p>; <p>Export Date: 11 May 2022</p>; <p>https://ieeexplore.ieee.org/ielx7/6287639/6514899/09268172.pdf</p>; <p>https://ieeexplore.ieee.org/ielx7/6287639/6514899/09268172.pdf</p>","","","excluded; not an application","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"UXQBSITT","journalArticle","2020","Silva, C.; Aguiar, A.; Lima, P.M.V.; Dutra, I.","Mapping graph coloring to quantum annealing","Quantum Machine Intelligence","","","10.1007/s42484-020-00028-4","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85114079597&doi=10.1007%2fs42484-020-00028-4&partnerID=40&md5=a00889c2d6385cd8eefdb767af77819e","","2020","2022-05-11 15:25:53","2022-05-15 20:02:54","","","","2","2","","","","","","","","","","","","","Scopus","","","","","<p>Cited By :2</p>; <p>Export Date: 11 May 2022</p>","","","excluded; not an application","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"HCUMJN6S","conferencePaper","2020","Sleeman, J.; Dorband, J.; Halem, M.","A hybrid quantum enabled RBM advantage: Convolutional autoencoders for quantum image compression and generative learning","","","","10.1117/12.2558832","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85087762955&doi=10.1117%2f12.2558832&partnerID=40&md5=7d7f031776ee5214df6fb3a48b0c8abc","","2020","2022-05-11 15:26:07","2022-05-15 20:02:48","","","","","11391","","","","","","","","","","","","","Scopus","","","","","<p>Cited By :2</p>; <p>Export Date: 11 May 2022</p>; <p>http://arxiv.org/pdf/2001.11946</p>","","","excluded; not an application","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Proceedings of SPIE - The International Society for Optical Engineering","","","","","","","","","","","","","","",""
"TY2I3PJC","journalArticle","2020","Srivastava, Abhishek; Das, Dushmanta Kumar","A new Kho-Kho optimization Algorithm: An application to solve combined emission economic dispatch and combined heat and power economic dispatch problem","Engineering Applications of Artificial Intelligence","","","10.1016/j.engappai.2020.103763","https://app.dimensions.ai/details/publication/pub.1128526458","In this article, a new optimization technique known as Kho-Kho optimization (KKO) algorithm is presented. This proposed technique is a population based meta-heuristic method which is inspired from the strategies used by players in a well known tag-team game played in India, i.e. Kho-Kho. The performance and superiority of the proposed method with respect to other existing methods is evaluated using twenty nine benchmark functions and real-time optimization problems related to power system i.e. combined emission economic dispatch and combined heat and power economic dispatch problem.","2020","2022-05-11 16:30:32","2022-05-15 20:02:38","","103763","","","94","","","","","","","","","","","","","","","","","","","","","excluded; not an application","Combined Emission Economic Dispatch problem (CEED); Combined Heat and Power Economic Dispatch problem (CHPED); Optimization technique","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"JNUV3BQ7","journalArticle","2020","Su, C.; Yuan, W.; Cheng, C.; Wang, P.; Sun, L.; Zhang, T.","Short-term generation scheduling of cascade hydropower plants with strong hydraulic coupling and head-dependent prohibited operating zones","Journal of Hydrology","","","10.1016/j.jhydrol.2020.125556","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85091903882&doi=10.1016%2fj.jhydrol.2020.125556&partnerID=40&md5=118644dbd0dad38374a2695b1ef6ce5c","","2020","2022-05-11 15:03:22","2022-05-15 20:02:15","","","","","591","","","","","","","","","","","","","Scopus","","","","","<p>Cited By :21</p>; <p>Export Date: 11 May 2022</p>","","","excluded; not an application","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8TB99C2D","journalArticle","2020","Su, P.; Feng, W.; Kun, Y.; Junfeng, Z.","Optimal control of rapid cooperative spacecraft rendezvous with multiple specific-direction thrusts","Proceedings of the Institution of Mechanical Engineers, Part G: Journal of Aerospace Engineering","","","10.1177/0954410020926768","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85085697574&doi=10.1177%2f0954410020926768&partnerID=40&md5=135256d0eba1d787435613bcf86b5c02","","2020","2022-05-11 16:08:37","2022-05-15 20:02:04","","2296-2322","","16","234","","","","","","","","","","","","","Scopus","","","","","<p>Export Date: 11 May 2022</p>","C:\Users\Work\Zotero\storage\2I99C6TT\Su et al. - 2020 - Optimal control of rapid cooperative spacecraft re.pdf","","included","hybrid method; intelligent algorithm; Multiple specific-direction thrusts; optimal control; rapid cooperative rendezvous","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8HFGVVXC","conferencePaper","2020","Sun, F.; Liu, C.; Wu, L.; Wang, L.; Liu, S.; Yang, B.","A Novel Velocity Reinforced Mechanism on Improving Particle Swarm optimization for Ill-conditioned Problems","","","","10.1109/CEC48606.2020.9185557","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85092037372&doi=10.1109%2fCEC48606.2020.9185557&partnerID=40&md5=e758a6ab6a5e9e4fc38740d6a086ca23","","2020","2022-05-05 17:53:26","2022-05-15 20:01:17","","","","","","","","","","","","","","","","","","Scopus","","","","","<p>Export Date: 5 May 2022</p>","","","excluded; not an application","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2020 IEEE Congress on Evolutionary Computation, CEC 2020 - Conference Proceedings","","","","","","","","","","","","","","",""
