Key,Item Type,Publication Year,Author,Title,SourceID,ConferenceID,Publication Title,ISBN,ISSN,DOI,Url,Publication Source,ISIC Section,ISIC Division,ISIC Group,ISIC Class,Abstract Note,Date,Date Added,Date Modified,Access Date,Pages,Num Pages,Issue,Volume,Number Of Volumes,Journal Abbreviation,Short Title,Series,Series Number,Series Text,Series Title,Publisher,Place,Language,Rights,Type,Archive,Archive Location,Library Catalog,Call Number,Extra,Notes,File Attachments,Link Attachments,Manual Tags,Automatic Tags,Editor,Conference Name,SS1,SS2,SS3,SS4,SS5,SS6,SS7,SS8,SS9,SS10,SR1,SR2,SR3,SR4,SR5,SR6,SR7,SR8,SR9,SR10,SR11,SR12,SR13,SR14,SR15,SR16,SSTOTAL,SRTOTAL,SAFETY CHECK SS2,SAFETY CHECK SS4,SAFETY CHECK SS8,SAFETY CHECK SR8,SAFETY CHECK SR10,SAFETY CHECK SR12,SAFETY CHECK SR15,Column1,Column2
JVJKARE2,conferencePaper,2021,"Bao, S.; Tawada, M.; Tanaka, S.; Togawa, N.",An Approach to the Vehicle Routing Problem with Balanced Pick-up Using Ising Machines,,,,,,10.1109/VLSI-DAT52063.2021.9427355,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85106603832&doi=10.1109%2fVLSI-DAT52063.2021.9427355&partnerID=40&md5=9d77335a3f8112871dc1ad7d26e84c9f,Conference,H,52,522,5229,,2021,5/11/2022 15:25,5/15/2022 17:08,,,,,,,,,,,,,,,,,,Scopus,,,,,,,,included,,,"2021 International Symposium on VLSI Design, Automation and Test, VLSI-DAT 2021 - Proceedings",YES,YES,NO,YES,N/A,NO,YES,NO,NO,YES,NO,YES,YES,NO,NO,YES,YES,NO,NO,YES,YES,YES,YES,NO,N/A,YES,0.555555556,0.6,OK,OK,OK,OK,OK,OK,OK,,
XAYWZ8R9,conferencePaper,2021,"Bao, S.; Tawada, M.; Tanaka, S.; Togawa, N.",Multi-day Travel Planning Using Ising Machines for Real-world Applications,,,,,,10.1109/ITSC48978.2021.9564593,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85118446627&doi=10.1109%2fITSC48978.2021.9564593&partnerID=40&md5=beabcd25ee136d237afe690263f84d5a,Conference,N,79,799,7990,,2021,5/11/2022 15:25,5/15/2022 17:08,,3704-3709,,,2021-September,,,,,,,,,,,,,Scopus,,,,,,,,included,,,"IEEE Conference on Intelligent Transportation Systems, Proceedings, ITSC",YES,YES,YES,N/A,N/A,YES,YES,NO,NO,YES,YES,YES,YES,YES,YES,YES,YES,NO,NO,YES,YES,YES,YES,NO,N/A,YES,0.75,0.8,OK,OK,OK,OK,OK,OK,OK,,
I4392TBW,conferencePaper,2021,"Kuroda, T.; Kuwahara, T.; Yonaga, K.; Osaki, T.; Miyama, M.J.; Ohzeki, M.",Quantum annealing for ICT system design automation,,695,,,,10.1109/CCGrid51090.2021.00025,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85114897752&doi=10.1109%2fCCGrid51090.2021.00025&partnerID=40&md5=592ca6b65adab19df6e16a83ed8ee323,Conference,J,62,620,6202,,2021,5/11/2022 16:35,5/15/2022 15:32,,156-165,,,,,,,,,,,,,,,,Scopus,,,,,,,,included,,,"Proceedings - 21st IEEE/ACM International Symposium on Cluster, Cloud and Internet Computing, CCGrid 2021",YES,YES,NO,YES,N/A,NO,YES,NO,NO,YES,YES,YES,YES,NO,NO,YES,YES,NO,NO,YES,YES,YES,YES,NO,N/A,YES,0.555555556,0.666666667,OK,OK,OK,OK,OK,OK,OK,,
HJULMHY8,conferencePaper,2021,"Pang, Tailai; Song, Yujuan; Zhu, Daqi",Task allocation for multi-AUV system under ocean current environment,,,2021 China Automation Congress (CAC),,,10.1109/CAC53003.2021.9727785,,Conference,M,71,711,7110,"The task allocation of multi-autonomous underwater vehicle systems (MAUVs) is how to allocate tasks to appropriate AUVs under certain constraints. Aiming at the characteristics of AUVs that are easily interfered by ocean currents when working in actual environments, this paper focuses on the task allocation and path planning of multi-AUV based on the QPSO (Quantum Particle Swarm Optimization) under constant ocean current environment kinematics constraints, and solution results of the standard particle swarm optimization (PSO) algorithm and the quantum particle swarm optimization (QPSO) algorithm are compared. The results show that the QPSO algorithm can traverse and search for a task allocation plan with shorter path and less energy consumption for multiple AUV systems under the same constraints, so that the task allocation can reach the global optimal. Finally, in order to achieve the purpose of detecting the effectiveness of the algorithm, the simulation results are given in this paper.",2021-10,5/11/2022 16:20,5/13/2022 22:31,,4844-4849,,,,,,,,,,,,,,,,,,IEEE Xplore,,ISSN: 2688-0938,,C:\Users\cfpgo\Zotero\storage\W8SMRTCV\9727785.html; C:\Users\cfpgo\Zotero\storage\2Y6MPEQI\Pang et al. - 2021 - Task allocation for multi-AUV system under ocean c.pdf,,included,Energy consumption; Simulation; Resource management; Task analysis; Wave functions; Path planning; Kinematics constrains; Multi-autonomous underwater vehicle systems; Oceans; Quantum particle swarm optimization (QPSO); Task allocation,,2021 China Automation Congress (CAC),YES,NO,NO,YES,N/A,NO,YES,NO,NO,NO,YES,YES,YES,NO,YES,YES,YES,YES,NO,YES,YES,YES,YES,NO,N/A,NO,0.333333333,0.733333333,OK,OK,OK,OK,OK,OK,OK,,
GHUSTHSC,bookSection,2020,"Chiscop, Irina; Nauta, Jelle; Veerman, Bert; Phillipson, Frank",A Hybrid Solution Method for the Multi-Service Location Set Covering Problem,,952,Computational Science – ICCS 2020,,,,https://app.dimensions.ai/details/publication/pub.1128623258,Conference,O,84,841,8413,"Abstract The Multi-Service Location Set Covering Problem is an extension of the well-known Set Covering Problem. It arises in practical applications where a set of physical locations need to be equipped with services to satisfy demand within a certain area, while minimizing costs. In this paper we formulate the problem as a Quadratic Unconstrained Binary Optimization (QUBO) problem, apply the hybrid framework of the D-Wave quantum annealer to solve it, and investigate the feasibility of this approach. To improve the often suboptimal initial solutions found on the D-Wave system, we develop a hybrid quantum/classical optimization algorithm that starts from the seed solution and iteratively creates small subproblems that are more efficiently solved on the D-Wave but often still converge to feasible and improved solutions of the original problem. Finally we suggest some opportunities for increasing the accuracy and performance of our algorithm.",2020,5/11/2022 15:39,5/16/2022 14:41,,531-545,,,,,,,,,,,,,,,,,,,,DOI: 10.1007/978-3-030-50433-5_41,,,,included,,,,YES,YES,NO,YES,YES,N/A,YES,NO,NO,YES,YES,YES,YES,NO,NO,YES,YES,NO,YES,YES,YES,YES,YES,NO,N/A,NO,0.666666667,0.666666667,OK,OK,OK,OK,OK,OK,OK,,
96Q77SMF,bookSection,2020,"Hong, Wei-Chiang",Hybridizing QCM with Dragonfly Algorithm to Enrich the Solution Searching Behaviors,,,Hybrid Intelligent Technologies in Energy Demand Forecasting,978-3-030-36529-5,,,https://doi.org/10.1007/978-3-030-36529-5_5,Book,D,35,351,3510,"As indicated in Chap. 4that hybridizing different meta-heuristic algorithms [including gravitational search algorithm (GSA), cuckoo search algorithm (CSA), bat algorithm (BA), and fruit fly optimization algorithm (FOA)] with an SVR-based electric load forecasting model can receive superior forecasting performance than other competitive forecasting models (including ARIMA, HW, GRNN, and BPNN models).",2020,5/11/2022 15:02,5/16/2022 14:31,5/11/2022 15:02,135-152,,,,,,,,,,,Springer International Publishing,Cham,en,,,,,Springer Link,,DOI: 10.1007/978-3-030-36529-5_5,,C:\Users\cfpgo\Zotero\storage\7RUWFM66\Hong - 2020 - Hybridizing QCM with Dragonfly Algorithm to Enrich.pdf,,included,,"Hong, Wei-Chiang",,YES,YES,YES,N/A,N/A,YES,YES,YES,NO,NO,NO,YES,YES,NO,NO,YES,YES,NO,YES,YES,YES,YES,YES,NO,N/A,NO,0.75,0.6,OK,OK,OK,OK,OK,OK,OK,,
YC5JH8PD,journalArticle,2020,"Hussain, H.; Javaid, M.B.; Khan, F.S.; Dalal, A.; Khalique, A.",Optimal control of traffic signals using quantum annealing,24831,,Quantum Information Processing,,,10.1007/s11128-020-02815-1,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85089743166&doi=10.1007%2fs11128-020-02815-1&partnerID=40&md5=eb03d96581786777d02ef13653ac64a4,Journal,H,52,522,5221,,2020,5/11/2022 15:26,5/15/2022 21:08,,,,9,19,,,,,,,,,,,,,Scopus,,,,,,,,included,,,,YES,YES,NO,YES,NO,N/A,YES,NO,NO,YES,NO,YES,YES,NO,NO,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,NO,0.555555556,0.75,OK,OK,OK,OK,OK,OK,OK,,
XSXK47A5,journalArticle,2019,"Chen, Xihui; Ji, Aimin; Cheng, Gang",A Novel Deep Feature Learning Method Based on the Fused-Stacked AEs for Planetary Gear Fault Diagnosis,62932,,Energies,,1996-1073,10.3390/en12234522,https://www.mdpi.com/1996-1073/12/23/4522,Journal,C,33,331,3312,"Planetary gear is the key component of the transmission system of electromechanical equipment for energy industry, and it is easy to damage, which affects the reliability and operation efficiency of electromechanical equipment of energy industry. Therefore, it is of great significance to extract the useful fault features and diagnose faults based on raw vibration signals. In this paper, a novel deep feature learning method based on the fused-stacked autoencoders (AEs) for planetary gear fault diagnosis was proposed. First, to improve the data learning ability and the robustness of feature extraction process of AE model, the sparse autoencoder (SAE) and the contractive autoencoder (CAE) were studied, respectively. Then, the quantum ant colony algorithm (QACA) was used to optimize the specific location and key parameters of SAEs and CAEs in deep learning architecture, and multiple SAEs and multiple CAEs were stacked alternately to form a novel deep learning architecture, which gave the deep learning architecture better data learning ability and robustness of feature extraction. The experimental results show that the proposed method can address the raw vibration signals of planetary gear. Compared with other deep learning architectures and shallow learning architecture, the proposed method has better diagnosis performance, and it is an effective method of deep feature learning and fault diagnosis.",2019-01,5/11/2022 15:42,5/16/2022 18:44,5/11/2022 15:42,4522,,23,12,,,,,,,,,,en,http://creativecommons.org/licenses/by/3.0/,,,,www.mdpi.com,,Number: 23 Publisher: Multidisciplinary Digital Publishing Institute,,C:\Users\cfpgo\Zotero\storage\NBX76F2T\Chen et al. - 2019 - A Novel Deep Feature Learning Method Based on the .pdf; C:\Users\cfpgo\Zotero\storage\AJT5PGWY\4522.html,,included,deep feature learning; fault diagnosis; planetary gear; the fused-stacked AEs,,,YES,YES,YES,N/A,N/A,YES,YES,NO,NO,YES,YES,YES,NO,NO,NO,YES,YES,NO,YES,YES,YES,YES,YES,NO,N/A,NO,0.75,0.6,OK,OK,OK,OK,OK,OK,OK,,
RAWSYX37,conferencePaper,2019,"Clark, J.; Guo, X.; West, T.; Mason, L.; Zammit, J.; Russell, D.",Towards real time multi-robot routing using quantum computing technologies,,873,,,,10.1145/3293320.3293333,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85061258629&doi=10.1145%2f3293320.3293333&partnerID=40&md5=f782511d20eb6bd289e1ef5f592894d4,Conference,M,71,711,7110,,2019,5/11/2022 15:26,5/16/2022 18:36,,111-119,,,,,,,,,,,,,,,,Scopus,,,,,,,,included,,,ACM International Conference Proceeding Series,YES,YES,NO,YES,YES,N/A,YES,NO,NO,YES,NO,YES,YES,NO,NO,YES,YES,YES,YES,YES,YES,YES,YES,NO,N/A,YES,0.666666667,0.733333333,OK,OK,OK,OK,OK,OK,OK,,
NR4FWKQK,journalArticle,2019,"Feld, S.; Roch, C.; Gabor, T.; Seidel, C.; Neukart, F.; Galter, I.; Mauerer, W.; Linnhoff-Popien, C.",A hybrid solution method for the capacitated vehicle routing problem using a quantum annealer,21100893766,,Frontiers in ICT,,,10.3389/fict.2019.00013,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85068509453&doi=10.3389%2ffict.2019.00013&partnerID=40&md5=bca4267f069e74a65a5477e9219fbbe6,Journal,H,52,522,5229,,2019,5/11/2022 15:26,5/16/2022 18:35,,,,JUN,6,,,,,,,,,,,,,Scopus,,,,,,,,included,,,,YES,YES,NO,YES,N/A,YES,YES,NO,NO,YES,YES,YES,YES,NO,NO,YES,YES,NO,YES,YES,YES,YES,YES,NO,N/A,NO,0.666666667,0.666666667,OK,OK,OK,OK,OK,OK,OK,,
KPTCTLRN,journalArticle,2019,"Nishimura, N.; Tanahashi, K.; Suganuma, K.; Miyama, M.J.; Ohzeki, M.",Item Listing Optimization for E-Commerce Websites Based on Diversity,,,Frontiers in Computer Science,,,10.3389/fcomp.2019.00002,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85094759488&doi=10.3389%2ffcomp.2019.00002&partnerID=40&md5=9a28030edf4bbc7078be0a47b5f134ae,Journal,J,63,631,6311,,2019,5/11/2022 15:26,5/16/2022 15:46,,,,,1,,,,,,,,,,,,,Scopus,,,,,,,,included,,,,YES,YES,YES,N/A,N/A,YES,YES,YES,NO,YES,NO,YES,YES,NO,NO,YES,YES,NO,YES,YES,YES,YES,YES,NO,N/A,YES,0.875,0.666666667,OK,OK,OK,OK,OK,OK,OK,,
8WJGL45H,journalArticle,2019,"Zhang, Q.; Liu, S.; Gong, D.; Zhang, H.; Tu, Q.",An Improved Multi-Objective Quantum-Behaved Particle Swarm Optimization for Railway Freight Transportation Routing Design,21100374601,,IEEE Access,,,10.1109/ACCESS.2019.2948197,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85078001273&doi=10.1109%2fACCESS.2019.2948197&partnerID=40&md5=28792dbb8f6238828deb76235d4c23de,Journal,H,49,491,4912,,2019,5/11/2022 15:03,5/16/2022 14:59,,157353-157362,,,7,,,,,,,,,,,,,Scopus,,,,,,,,included,,,,YES,YES,NO,YES,N/A,NO,YES,NO,NO,YES,YES,YES,YES,NO,NO,YES,YES,NO,YES,YES,YES,YES,YES,NO,N/A,NO,0.555555556,0.666666667,OK,OK,OK,OK,OK,OK,OK,,
VHV33V7W,journalArticle,2019,"Zhang, Z.; Hong, W.-C.",Electric load forecasting by complete ensemble empirical mode decomposition adaptive noise and support vector regression with quantum-based dragonfly algorithm,21576,,Nonlinear Dynamics,,,10.1007/s11071-019-05252-7,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85073688051&doi=10.1007%2fs11071-019-05252-7&partnerID=40&md5=9e511a3dc5f9d23732950355f9e3f4de,Journal,D,35,351,3510,,2019,5/11/2022 14:59,5/16/2022 14:58,,1107-1136,,2,98,,,,,,,,,,,,,Scopus,,,,,,C:\Users\cfpgo\Zotero\storage\G4W7EKKY\Zhang and Hong - 2019 - Electric load forecasting by complete ensemble emp.pdf,,included,Electric load forecasting; Complete ensemble empirical mode decomposition adaptive noise (CEEMDAN); Quantum computing mechanism (QCM); Quantum dragonfly algorithm (QDA); Support vector regression (SVR),,,YES,YES,YES,N/A,N/A,YES,YES,YES,NO,YES,YES,YES,YES,NO,YES,YES,YES,NO,YES,YES,YES,YES,YES,NO,N/A,YES,0.875,0.8,OK,OK,OK,OK,OK,OK,OK,,
FHXUCR92,journalArticle,2020,"Ajagekar, A.; Humble, T.; You, F.",Quantum computing based hybrid solution strategies for large-scale discrete-continuous optimization problems,24600,,Computers and Chemical Engineering,,,10.1016/j.compchemeng.2019.106630,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85074613357&doi=10.1016%2fj.compchemeng.2019.106630&partnerID=40&md5=1d40bc0217f34b15d03d47efb7d7b371,Journal,M,70,701,7010,,2020,5/11/2022 15:26,5/16/2022 14:56,,,,,132,,,,,,,,,,,,,Scopus,,,,,,,,included,,,,YES,YES,NO,YES,N/A,NO,YES,NO,NO,NO,YES,YES,YES,NO,NO,YES,YES,NO,NO,YES,YES,YES,YES,NO,N/A,YES,0.444444444,0.666666667,OK,OK,OK,OK,OK,OK,OK,,
NI3HKM6G,conferencePaper,2020,"Ajagekar, A.; You, F.",A Deep Learning Approach for Fault Detection and Diagnosis of Industrial Processes using Quantum Computing,,611,,,,10.1109/SMC42975.2020.9283034,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85098851709&doi=10.1109%2fSMC42975.2020.9283034&partnerID=40&md5=c8a9229bba606db217d079cd22d54de7,Conference,C,33,331,3312,,2020,5/11/2022 15:25,5/16/2022 14:56,,2345-2350,,,2020-October,,,,,,,,,,,,,Scopus,,,,,,,,included,,,"Conference Proceedings - IEEE International Conference on Systems, Man and Cybernetics",YES,YES,YES,N/A,N/A,YES,YES,NO,NO,NO,NO,YES,YES,NO,NO,YES,YES,NO,YES,YES,YES,NO,YES,NO,N/A,YES,0.625,0.6,OK,OK,OK,OK,OK,OK,OK,,
2WQGQYDW,journalArticle,2020,"Ajagekar, A.; You, F.",Quantum computing assisted deep learning for fault detection and diagnosis in industrial process systems,24600,,Computers and Chemical Engineering,,,10.1016/j.compchemeng.2020.107119,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85092535215&doi=10.1016%2fj.compchemeng.2020.107119&partnerID=40&md5=f7cdee5b7957b32dbe299dd617780411,Journal,C,33,331,3312,,2020,5/11/2022 15:25,5/16/2022 14:56,,,,,143,,,,,,,,,,,,,Scopus,,,,,,,,included,,,,YES,YES,YES,N/A,N/A,YES,YES,NO,NO,NO,YES,YES,YES,YES,NO,YES,YES,NO,YES,YES,YES,YES,YES,NO,N/A,YES,0.625,0.8,OK,OK,OK,OK,OK,OK,OK,,
8ZZBW34F,journalArticle,2016,"Hosseinnezhad, V.; Rafiee, M.; Ahmadian, M.; Siano, P.",Optimal day-ahead operational planning of microgrids,29372,,Energy Conversion and Management,,,10.1016/j.enconman.2016.07.076,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84982787150&doi=10.1016%2fj.enconman.2016.07.076&partnerID=40&md5=da94f52bf6d179e511d627f9638079d2,Journal,D,35,351,3510,,2016,5/11/2022 14:18,5/16/2022 21:23,,142-157,,,126,,,,,,,,,,,,,Scopus,,,,,,,,included,,,,NO,N/A,NO,YES,N/A,YES,YES,NO,NO,YES,YES,YES,YES,YES,NO,YES,YES,N/A,YES,YES,YES,YES,YES,NO,N/A,YES,0.5,0.857142857,OK,OK,OK,OK,OK,OK,OK,,
U84PPYUJ,journalArticle,2021,"Masouleh, S.S.S.; Moghaddam, J.J.",Evaluation of open-pollinated offspring in Cyclamen persicum using vegetative phenology models in a primitive breeding population,21100792747,,Ornamental Horticulture,,,10.1590/2447-536X.V27I1.2148,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85098184939&doi=10.1590%2f2447-536X.V27I1.2148&partnerID=40&md5=9228dc4b480a2164a9272ed22b002230,Conference,A,01,013,0130,,2021,5/11/2022 16:08,5/18/2022 11:51,,49-59,,1,27,,,,,,,,,,,,,Scopus,,,,,,C:\Users\cfpgo\Zotero\storage\X832PJKM\Masouleh and Moghaddam - 2020 - Evaluation of open-pollinated offspring in Cycl.pdf; C:\Users\cfpgo\Zotero\storage\X2RGJ9QI\qNY6v6RPJhN8Y9mKcpxMnGn.html,,included,model; humidity; temperature; flowering; growth rate; Primulaceae,,,NO,N/A,YES,N/A,N/A,YES,YES,NO,NO,NO,NO,YES,YES,NO,NO,YES,NO,N/A,YES,YES,YES,YES,YES,NO,N/A,NO,0.428571429,0.571428571,OK,OK,OK,OK,OK,OK,OK,,
JZ5J79TN,journalArticle,2017,"Li, L.; Jiao, L.; Zhao, J.; Shang, R.; Gong, M.",Quantum-behaved discrete multi-objective particle swarm optimization for complex network clustering,24823,,Pattern Recognition,,,10.1016/j.patcog.2016.09.013,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84998827959&doi=10.1016%2fj.patcog.2016.09.013&partnerID=40&md5=36337eb7f61179746aed27cf52a6396a,Journal,M,72,721,7210,,2017,5/11/2022 14:18,5/16/2022 20:53,,1-14,,,63,,,,,,,,,,,,,Scopus,,,,,,,,included,,,,YES,YES,YES,N/A,N/A,YES,YES,NO,NO,YES,YES,YES,YES,NO,NO,YES,YES,NO,YES,YES,YES,YES,YES,NO,N/A,YES,0.75,0.733333333,OK,OK,OK,OK,OK,OK,OK,,
U9NPAL3V,journalArticle,2017,"Li, M.-W.; Geng, J.; Wang, S.; Hong, W.-C.",Hybrid chaotic quantum bat algorithm with SVR in electric load forecasting,62932,,Energies,,,10.3390/en10122180,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85040464780&doi=10.3390%2fen10122180&partnerID=40&md5=5cd09c822ba4aa5e1e42aae2c8d11f10,Journal,D,35,351,3510,,2017,5/11/2022 14:59,5/16/2022 20:52,,,,12,10,,,,,,,,,,,,,Scopus,,,,,,C:\Users\cfpgo\Zotero\storage\U6T6K54P\Li et al. - 2017 - Hybrid Chaotic Quantum Bat Algorithm with SVR in E.pdf,,included,load forecasting; support vector regression; bat algorithm (BA); chaos theory; quantum behavior,,,YES,NO,NO,YES,N/A,YES,YES,YES,NO,YES,YES,YES,YES,NO,NO,YES,YES,NO,YES,YES,YES,YES,YES,NO,N/A,NO,0.666666667,0.666666667,OK,OK,OK,OK,OK,OK,OK,,
